"group","SID","item","article_cond","article_number","trial","topic","sharing_type_key","sharing_type","msg_share","msg_rel_self","msg_rel_social","n_words"
"comment","s277","7","other",93,7,"health","msg_share_narrow",0,59,72,84,20
"timed","s278","7","other",8,7,"climate","msg_share_narrow",0,71,86,87,NA
"comment","s279","7","other",22,7,"climate","msg_share_narrow",0,100,100,100,16
"untimed","s280","7","control",73,7,"climate","msg_share_narrow",0,0,100,100,NA
"untimed","s281","7","other",72,7,"climate","msg_share_narrow",0,0,19,19,NA
"comment","s282","7","self",20,7,"health","msg_share_narrow",0,75,100,100,20
"comment","s283","7","control",42,7,"climate","msg_share_narrow",0,51,80,80,7
"timed","s284","7","control",57,7,"health","msg_share_narrow",0,41,64,49,NA
"timed","s285","7","self",22,7,"climate","msg_share_narrow",0,0,0,0,NA
"timed","s286","7","other",14,7,"climate","msg_share_narrow",0,21,27,13,NA
"timed","s287","7","self",55,7,"climate","msg_share_narrow",0,0,62,63,NA
"untimed","s288","7","control",7,7,"health","msg_share_narrow",0,60,4,60,NA
"untimed","s289","7","self",60,7,"climate","msg_share_narrow",0,0,0,0,NA
"timed","s290","7","control",39,7,"health","msg_share_narrow",0,2,3,4,NA
"timed","s291","7","other",78,7,"health","msg_share_narrow",0,30,72,85,NA
"comment","s292","7","other",87,7,"climate","msg_share_narrow",0,100,51,100,11
"comment","s293","7","self",44,7,"health","msg_share_narrow",0,100,100,100,36
"untimed","s294","7","other",22,7,"climate","msg_share_narrow",0,16,42,66,NA
"comment","s295","7","self",31,7,"climate","msg_share_narrow",0,0,0,0,12
"timed","s296","7","self",18,7,"health","msg_share_narrow",0,71,91,91,NA
"untimed","s297","7","other",81,7,"climate","msg_share_narrow",0,53,53,53,NA
"timed","s298","7","other",86,7,"health","msg_share_narrow",0,2,16,18,NA
"comment","s299","7","self",72,7,"climate","msg_share_narrow",0,0,0,0,7
"comment","s300","7","self",27,7,"climate","msg_share_narrow",0,0,84,68,18
"timed","s301","7","other",76,7,"climate","msg_share_narrow",0,60,100,71,NA
"comment","s302","7","other",63,7,"climate","msg_share_narrow",0,87,86,86,10
"untimed","s303","7","other",51,7,"health","msg_share_narrow",0,68,50,71,NA
"timed","s304","7","self",55,7,"climate","msg_share_narrow",0,35,35,37,NA
"timed","s305","7","control",2,7,"health","msg_share_narrow",0,49,66,64,NA
"untimed","s306","7","control",84,7,"health","msg_share_narrow",0,56,100,100,NA
"timed","s307","7","self",32,7,"climate","msg_share_narrow",0,100,100,100,NA
"untimed","s308","7","other",88,7,"health","msg_share_narrow",0,34,35,35,NA
"untimed","s309","7","self",2,7,"health","msg_share_narrow",0,50,51,52,NA
"comment","s310","7","control",59,7,"climate","msg_share_narrow",0,7,6,9,11
"timed","s311","7","self",25,7,"climate","msg_share_narrow",0,15,24,20,NA
"timed","s312","7","self",11,7,"health","msg_share_narrow",0,0,100,27,NA
"timed","s313","7","other",15,7,"health","msg_share_narrow",0,4,2,13,NA
"comment","s314","7","other",67,7,"health","msg_share_narrow",0,42,58,59,8
"timed","s315","7","control",83,7,"health","msg_share_narrow",0,86,84,85,NA
"untimed","s316","7","control",50,7,"climate","msg_share_narrow",0,9,21,11,NA
"comment","s317","7","self",91,7,"health","msg_share_narrow",0,27,54,80,22
"comment","s318","7","self",51,7,"health","msg_share_narrow",0,84,90,90,14
"untimed","s319","7","self",94,7,"health","msg_share_narrow",0,41,81,52,NA
"timed","s320","7","control",72,7,"climate","msg_share_narrow",0,0,79,78,NA
"comment","s321","7","self",47,7,"climate","msg_share_narrow",0,5,32,32,38
"timed","s322","7","control",30,7,"climate","msg_share_narrow",0,0,57,75,NA
"comment","s323","7","self",29,7,"health","msg_share_narrow",0,35,24,37,14
"timed","s324","7","control",45,7,"climate","msg_share_narrow",0,0,0,1,NA
"timed","s325","7","other",90,7,"climate","msg_share_narrow",0,20,100,100,NA
"timed","s326","7","other",4,7,"climate","msg_share_narrow",0,12,53,50,NA
"untimed","s327","7","other",1,7,"climate","msg_share_narrow",0,0,0,0,NA
"timed","s328","7","self",24,7,"health","msg_share_narrow",0,49,61,61,NA
"timed","s329","7","self",76,7,"climate","msg_share_narrow",0,27,42,43,NA
"untimed","s330","7","control",68,7,"health","msg_share_narrow",0,98,17,95,NA
"untimed","s331","7","control",87,7,"climate","msg_share_narrow",0,0,15,16,NA
"comment","s332","7","self",22,7,"climate","msg_share_narrow",0,13,96,60,40
"timed","s333","7","control",64,7,"health","msg_share_narrow",0,53,74,82,NA
"untimed","s334","7","self",32,7,"climate","msg_share_narrow",0,0,85,32,NA
"timed","s335","7","control",55,7,"climate","msg_share_narrow",0,18,25,15,NA
"untimed","s336","7","self",84,7,"health","msg_share_narrow",0,26,100,26,NA
"untimed","s337","7","self",7,7,"health","msg_share_narrow",0,11,9,34,NA
"untimed","s338","7","self",79,7,"health","msg_share_narrow",0,50,88,89,NA
"timed","s339","7","other",12,7,"climate","msg_share_narrow",0,57,69,69,NA
"timed","s340","7","control",83,7,"health","msg_share_narrow",0,0,0,0,NA
"timed","s341","7","self",79,7,"health","msg_share_narrow",0,15,13,16,NA
"comment","s342","7","control",74,7,"health","msg_share_narrow",0,12,64,64,16
"comment","s343","7","self",25,7,"climate","msg_share_narrow",0,61,93,91,12
"untimed","s344","7","control",45,7,"climate","msg_share_narrow",0,0,0,0,NA
"untimed","s345","7","control",1,7,"climate","msg_share_narrow",0,62,88,87,NA
"comment","s346","7","control",45,7,"climate","msg_share_narrow",0,25,72,78,9
"untimed","s347","7","self",30,7,"climate","msg_share_narrow",0,92,96,93,NA
"timed","s348","7","self",90,7,"climate","msg_share_narrow",0,26,65,65,NA
"timed","s349","7","self",65,7,"climate","msg_share_narrow",0,38,66,65,NA
"timed","s350","7","self",22,7,"climate","msg_share_narrow",0,51,63,63,NA
"comment","s351","7","self",58,7,"health","msg_share_narrow",0,73,87,50,10
"timed","s352","7","other",51,7,"health","msg_share_narrow",0,61,67,81,NA
"timed","s353","7","other",54,7,"health","msg_share_narrow",0,0,2,2,NA
"comment","s354","7","self",9,7,"climate","msg_share_narrow",0,0,61,32,15
"untimed","s355","7","control",23,7,"health","msg_share_narrow",0,87,74,81,NA
"comment","s356","7","self",68,7,"health","msg_share_narrow",0,51,54,54,13
"untimed","s357","7","control",80,7,"health","msg_share_narrow",0,0,31,20,NA
"timed","s358","7","self",13,7,"climate","msg_share_narrow",0,45,45,51,NA
"untimed","s359","7","control",93,7,"health","msg_share_narrow",0,67,71,85,NA
"untimed","s360","7","other",80,7,"health","msg_share_narrow",0,69,19,84,NA
"untimed","s361","7","self",9,7,"climate","msg_share_narrow",0,15,9,18,NA
"timed","s362","7","other",1,7,"climate","msg_share_narrow",0,2,67,69,NA
"untimed","s363","7","other",11,7,"health","msg_share_narrow",0,63,69,72,NA
"comment","s364","7","control",47,7,"climate","msg_share_narrow",0,0,0,0,20
"comment","s365","7","other",17,7,"health","msg_share_narrow",0,99,96,95,12
"untimed","s366","7","self",40,7,"climate","msg_share_narrow",0,0,68,69,NA
"comment","s367","7","other",92,7,"climate","msg_share_narrow",0,66,82,92,13
"timed","s368","7","control",92,7,"climate","msg_share_narrow",0,1,1,1,NA
"timed","s369","7","other",67,7,"health","msg_share_narrow",0,0,0,0,NA
"comment","s370","7","control",70,7,"health","msg_share_narrow",0,0,18,19,11
"timed","s371","7","other",76,7,"climate","msg_share_narrow",0,81,5,81,NA
"timed","s372","7","control",12,7,"climate","msg_share_narrow",0,92,79,100,NA
"timed","s373","7","control",29,7,"health","msg_share_narrow",0,0,0,5,NA
"untimed","s374","7","control",15,7,"health","msg_share_narrow",0,4,56,76,NA
"timed","s375","7","other",1,7,"climate","msg_share_narrow",0,51,51,51,NA
"untimed","s376","7","other",71,7,"climate","msg_share_narrow",0,93,99,93,NA
"untimed","s377","7","other",30,7,"climate","msg_share_narrow",0,100,75,100,NA
"comment","s378","7","control",67,7,"health","msg_share_narrow",0,82,6,100,19
"timed","s379","7","control",28,7,"health","msg_share_narrow",0,93,49,94,NA
"timed","s380","7","self",91,7,"health","msg_share_narrow",0,82,100,66,NA
"comment","s381","7","other",14,7,"climate","msg_share_narrow",0,78,49,79,19
"untimed","s382","7","control",0,7,"health","msg_share_narrow",0,52,4,77,NA
"timed","s383","7","self",89,7,"climate","msg_share_narrow",0,0,88,93,NA
"timed","s384","7","other",68,7,"health","msg_share_narrow",0,8,10,13,NA
"untimed","s385","7","self",16,7,"health","msg_share_narrow",0,0,12,1,NA
"comment","s386","7","control",35,7,"health","msg_share_narrow",0,7,34,13,26
"untimed","s387","7","self",56,7,"health","msg_share_narrow",0,52,45,48,NA
"timed","s388","7","other",36,7,"health","msg_share_narrow",0,60,58,75,NA
"comment","s389","7","other",60,7,"climate","msg_share_narrow",0,64,77,77,21
"timed","s390","7","other",63,7,"climate","msg_share_narrow",0,1,11,5,NA
"timed","s391","7","self",83,7,"health","msg_share_narrow",0,59,84,77,NA
"untimed","s392","7","control",0,7,"health","msg_share_narrow",0,2,3,48,NA
"timed","s393","7","self",80,7,"health","msg_share_narrow",0,29,41,56,NA
"timed","s394","7","self",7,7,"health","msg_share_narrow",0,57,12,63,NA
"timed","s395","7","other",71,7,"climate","msg_share_narrow",0,67,75,78,NA
"comment","s396","7","other",51,7,"health","msg_share_narrow",0,0,24,25,22
"untimed","s397","7","self",0,7,"health","msg_share_narrow",0,18,20,100,NA
"untimed","s398","7","other",86,7,"health","msg_share_narrow",0,0,0,0,NA
"untimed","s399","7","other",45,7,"climate","msg_share_narrow",0,100,93,94,NA
"untimed","s400","7","self",59,7,"climate","msg_share_narrow",0,73,52,52,NA
"timed","s401","7","control",31,7,"climate","msg_share_narrow",0,29,19,54,NA
"comment","s402","7","control",19,7,"climate","msg_share_narrow",0,5,66,66,16
"untimed","s403","7","self",47,7,"climate","msg_share_narrow",0,0,50,50,NA
"untimed","s404","7","control",26,7,"climate","msg_share_narrow",0,0,0,0,NA
"comment","s405","7","self",39,7,"health","msg_share_narrow",0,0,17,45,33
"timed","s406","7","self",15,7,"health","msg_share_narrow",0,0,100,100,NA
"untimed","s407","7","other",88,7,"health","msg_share_narrow",0,98,94,94,NA
"timed","s408","7","other",70,7,"health","msg_share_narrow",0,79,89,79,NA
"untimed","s409","7","self",74,7,"health","msg_share_narrow",0,68,85,67,NA
"untimed","s410","7","other",38,7,"health","msg_share_narrow",0,0,75,51,NA
"timed","s411","7","other",89,7,"climate","msg_share_narrow",0,73,92,95,NA
"untimed","s412","7","control",26,7,"climate","msg_share_narrow",0,37,64,59,NA
"untimed","s413","7","other",57,7,"health","msg_share_narrow",0,43,57,50,NA
"untimed","s414","7","self",11,7,"health","msg_share_narrow",0,84,93,81,NA
"timed","s416","7","other",1,7,"climate","msg_share_narrow",0,83,75,60,NA
"comment","s417","7","control",89,7,"climate","msg_share_narrow",0,18,85,86,17
"timed","s418","7","other",6,7,"climate","msg_share_narrow",0,68,65,76,NA
"untimed","s419","7","other",67,7,"health","msg_share_narrow",0,0,10,9,NA
"untimed","s420","7","control",13,7,"climate","msg_share_narrow",0,6,7,8,NA
"comment","s421","7","other",70,7,"health","msg_share_narrow",0,87,100,100,10
"timed","s422","7","control",24,7,"health","msg_share_narrow",0,0,0,0,NA
"comment","s423","7","control",45,7,"climate","msg_share_narrow",0,50,67,81,16
"untimed","s424","7","control",56,7,"health","msg_share_narrow",0,24,88,10,NA
"timed","s425","7","control",19,7,"climate","msg_share_narrow",0,0,62,55,NA
"untimed","s426","7","control",88,7,"health","msg_share_narrow",0,90,55,84,NA
"comment","s427","7","control",47,7,"climate","msg_share_narrow",0,24,48,36,16
"comment","s428","7","control",79,7,"health","msg_share_narrow",0,14,7,68,9
"timed","s429","7","other",37,7,"climate","msg_share_narrow",0,1,68,70,NA
"comment","s430","7","self",33,7,"health","msg_share_narrow",0,26,34,28,15
"comment","s431","7","self",54,7,"health","msg_share_narrow",0,0,100,100,15
"untimed","s432","7","other",20,7,"health","msg_share_narrow",0,0,23,20,NA
"comment","s434","7","self",25,7,"climate","msg_share_narrow",0,9,75,54,11
"timed","s435","7","control",38,7,"health","msg_share_narrow",0,26,16,65,NA
"comment","s436","7","control",42,7,"climate","msg_share_narrow",0,42,76,78,16
"comment","s437","7","self",71,7,"climate","msg_share_narrow",0,0,64,64,36
"comment","s438","7","other",80,7,"health","msg_share_narrow",0,0,0,0,11
"untimed","s439","7","self",91,7,"health","msg_share_narrow",0,93,98,99,NA
"comment","s440","7","self",77,7,"climate","msg_share_narrow",0,25,76,90,15
"comment","s441","7","other",1,7,"climate","msg_share_narrow",0,55,61,62,10
"untimed","s442","7","self",53,7,"climate","msg_share_narrow",0,27,42,42,NA
"timed","s443","7","control",66,7,"climate","msg_share_narrow",0,49,0,49,NA
"comment","s444","7","control",75,7,"health","msg_share_narrow",0,100,94,95,13
"comment","s445","7","other",84,7,"health","msg_share_narrow",0,75,75,77,26
"untimed","s446","7","control",19,7,"climate","msg_share_narrow",0,NA,NA,NA,NA
"comment","s447","7","control",21,7,"climate","msg_share_narrow",0,0,0,0,18
"comment","s448","7","self",49,7,"health","msg_share_narrow",0,10,33,58,15
"timed","s001","8","other",52,8,"climate","msg_share_narrow",0,12,39,36,NA
"comment","s002","8","control",63,8,"climate","msg_share_narrow",0,30,16,26,27
"untimed","s003","8","other",39,8,"health","msg_share_narrow",0,29,52,29,NA
"timed","s004","8","self",8,8,"climate","msg_share_narrow",0,27,52,52,NA
"untimed","s005","8","other",86,8,"health","msg_share_narrow",0,67,53,79,NA
"untimed","s006","8","other",27,8,"climate","msg_share_narrow",0,60,49,82,NA
"timed","s007","8","other",79,8,"health","msg_share_narrow",0,13,81,82,NA
"comment","s008","8","self",4,8,"climate","msg_share_narrow",0,12,32,23,15
"comment","s009","8","control",39,8,"health","msg_share_narrow",0,52,68,69,16
"untimed","s010","8","self",66,8,"climate","msg_share_narrow",0,75,1,1,NA
"comment","s011","8","other",76,8,"climate","msg_share_narrow",0,21,16,14,17
"untimed","s012","8","self",34,8,"health","msg_share_narrow",0,1,63,74,NA
"untimed","s013","8","control",56,8,"health","msg_share_narrow",0,39,100,66,NA
"untimed","s014","8","self",72,8,"climate","msg_share_narrow",0,0,11,11,NA
"comment","s015","8","self",7,8,"health","msg_share_narrow",0,0,100,100,16
"timed","s016","8","self",67,8,"health","msg_share_narrow",0,9,49,51,NA
"timed","s017","8","other",18,8,"health","msg_share_narrow",0,11,7,14,NA
"timed","s018","8","control",84,8,"health","msg_share_narrow",0,69,76,74,NA
"untimed","s019","8","control",72,8,"climate","msg_share_narrow",0,15,15,15,NA
"comment","s020","8","other",86,8,"health","msg_share_narrow",0,82,64,92,42
"timed","s021","8","self",49,8,"health","msg_share_narrow",0,12,75,69,NA
"untimed","s022","8","other",42,8,"climate","msg_share_narrow",0,0,100,100,NA
"untimed","s023","8","self",53,8,"climate","msg_share_narrow",0,1,57,58,NA
"comment","s024","8","control",11,8,"health","msg_share_narrow",0,6,3,4,8
"untimed","s025","8","other",60,8,"climate","msg_share_narrow",0,49,63,53,NA
"untimed","s026","8","control",42,8,"climate","msg_share_narrow",0,10,12,55,NA
"comment","s027","8","self",11,8,"health","msg_share_narrow",0,19,52,26,27
"untimed","s028","8","other",66,8,"climate","msg_share_narrow",0,26,59,65,NA
"untimed","s029","8","self",24,8,"health","msg_share_narrow",0,31,56,55,NA
"timed","s030","8","other",89,8,"climate","msg_share_narrow",0,78,73,76,NA
"timed","s031","8","other",76,8,"climate","msg_share_narrow",0,3,4,0,NA
"comment","s032","8","control",84,8,"health","msg_share_narrow",0,26,15,20,10
"untimed","s033","8","control",50,8,"climate","msg_share_narrow",0,100,100,80,NA
"timed","s034","8","control",87,8,"climate","msg_share_narrow",0,51,58,59,NA
"timed","s035","8","control",80,8,"health","msg_share_narrow",0,2,77,39,NA
"untimed","s036","8","self",41,8,"health","msg_share_narrow",0,62,55,68,NA
"comment","s037","8","control",15,8,"health","msg_share_narrow",0,84,88,86,9
"timed","s038","8","other",76,8,"climate","msg_share_narrow",0,3,12,10,NA
"untimed","s039","8","control",14,8,"climate","msg_share_narrow",0,0,4,4,NA
"timed","s040","8","other",32,8,"climate","msg_share_narrow",0,64,65,71,NA
"comment","s041","8","other",24,8,"health","msg_share_narrow",0,86,88,73,14
"comment","s042","8","control",54,8,"health","msg_share_narrow",0,63,16,85,30
"comment","s043","8","self",23,8,"health","msg_share_narrow",0,23,22,23,6
"timed","s044","8","self",37,8,"climate","msg_share_narrow",0,0,0,0,NA
"untimed","s045","8","control",10,8,"climate","msg_share_narrow",0,57,34,66,NA
"timed","s046","8","control",37,8,"climate","msg_share_narrow",0,16,48,37,NA
"untimed","s047","8","self",68,8,"health","msg_share_narrow",0,49,12,61,NA
"untimed","s048","8","control",58,8,"health","msg_share_narrow",0,70,88,88,NA
"timed","s049","8","control",95,8,"climate","msg_share_narrow",0,34,78,78,NA
"untimed","s050","8","other",72,8,"climate","msg_share_narrow",0,0,56,56,NA
"untimed","s051","8","self",90,8,"climate","msg_share_narrow",0,33,37,32,NA
"timed","s052","8","other",26,8,"climate","msg_share_narrow",0,4,17,16,NA
"comment","s053","8","self",53,8,"climate","msg_share_narrow",0,22,55,56,11
"untimed","s054","8","self",7,8,"health","msg_share_narrow",0,69,40,67,NA
"timed","s055","8","other",79,8,"health","msg_share_narrow",0,36,14,39,NA
"untimed","s056","8","self",71,8,"climate","msg_share_narrow",0,0,0,0,NA
"comment","s057","8","control",11,8,"health","msg_share_narrow",0,29,29,51,6
"timed","s058","8","control",56,8,"health","msg_share_narrow",0,0,46,47,NA
"timed","s059","8","control",91,8,"health","msg_share_narrow",0,68,100,100,NA
"timed","s060","8","self",89,8,"climate","msg_share_narrow",0,72,74,74,NA
"untimed","s061","8","other",34,8,"health","msg_share_narrow",0,51,52,51,NA
"untimed","s062","8","other",23,8,"health","msg_share_narrow",0,73,53,65,NA
"comment","s063","8","control",18,8,"health","msg_share_narrow",0,99,99,92,9
"comment","s064","8","self",32,8,"climate","msg_share_narrow",0,66,85,85,17
"timed","s065","8","self",69,8,"health","msg_share_narrow",0,79,78,78,NA
"comment","s067","8","control",34,8,"health","msg_share_narrow",0,0,47,51,21
"untimed","s068","8","control",50,8,"climate","msg_share_narrow",0,1,1,1,NA
"timed","s069","8","self",39,8,"health","msg_share_narrow",0,69,49,62,NA
"timed","s070","8","self",10,8,"climate","msg_share_narrow",0,49,40,44,NA
"untimed","s071","8","control",86,8,"health","msg_share_narrow",0,64,49,50,NA
"comment","s072","8","self",80,8,"health","msg_share_narrow",0,24,17,17,12
"timed","s073","8","control",93,8,"health","msg_share_narrow",0,63,90,94,NA
"untimed","s074","8","other",11,8,"health","msg_share_narrow",0,67,59,81,NA
"untimed","s075","8","other",20,8,"health","msg_share_narrow",0,28,48,53,NA
"comment","s076","8","control",46,8,"climate","msg_share_narrow",0,1,48,48,19
"timed","s077","8","self",27,8,"climate","msg_share_narrow",0,85,85,85,NA
"untimed","s078","8","self",67,8,"health","msg_share_narrow",0,95,50,98,NA
"untimed","s079","8","other",74,8,"health","msg_share_narrow",0,87,77,88,NA
"untimed","s080","8","self",53,8,"climate","msg_share_narrow",0,0,0,0,NA
"untimed","s081","8","self",52,8,"climate","msg_share_narrow",0,15,51,51,NA
"untimed","s082","8","control",39,8,"health","msg_share_narrow",0,0,83,84,NA
"timed","s083","8","control",46,8,"climate","msg_share_narrow",0,2,1,4,NA
"comment","s084","8","other",29,8,"health","msg_share_narrow",0,100,95,100,22
"untimed","s085","8","control",51,8,"health","msg_share_narrow",0,12,14,11,NA
"untimed","s086","8","self",31,8,"climate","msg_share_narrow",0,94,11,86,NA
"timed","s087","8","control",5,8,"health","msg_share_narrow",0,71,85,86,NA
"comment","s088","8","self",19,8,"climate","msg_share_narrow",0,31,77,78,59
"timed","s089","8","self",81,8,"climate","msg_share_narrow",0,0,0,0,NA
"comment","s090","8","self",18,8,"health","msg_share_narrow",0,0,76,79,19
"untimed","s091","8","self",80,8,"health","msg_share_narrow",0,0,0,0,NA
"untimed","s092","8","other",81,8,"climate","msg_share_narrow",0,0,50,50,NA
"untimed","s093","8","other",15,8,"health","msg_share_narrow",0,8,18,1,NA
"comment","s094","8","other",89,8,"climate","msg_share_narrow",0,100,100,100,12
"comment","s095","8","self",9,8,"climate","msg_share_narrow",0,50,96,97,14
"untimed","s096","8","control",34,8,"health","msg_share_narrow",0,15,36,37,NA
"comment","s097","8","other",82,8,"climate","msg_share_narrow",0,78,79,80,10
"untimed","s098","8","control",39,8,"health","msg_share_narrow",0,48,0,60,NA
"untimed","s099","8","other",44,8,"health","msg_share_narrow",0,62,66,75,NA
"untimed","s100","8","other",22,8,"climate","msg_share_narrow",0,28,25,26,NA
"comment","s101","8","other",14,8,"climate","msg_share_narrow",0,21,77,84,16
"timed","s102","8","other",74,8,"health","msg_share_narrow",0,78,81,80,NA
"comment","s103","8","control",93,8,"health","msg_share_narrow",0,50,49,42,26
"untimed","s104","8","other",77,8,"climate","msg_share_narrow",0,1,1,1,NA
"untimed","s105","8","self",59,8,"climate","msg_share_narrow",0,77,41,35,NA
"untimed","s106","8","control",53,8,"climate","msg_share_narrow",0,1,59,60,NA
"untimed","s107","8","control",4,8,"climate","msg_share_narrow",0,46,68,70,NA
"untimed","s108","8","control",43,8,"health","msg_share_narrow",0,79,65,98,NA
"timed","s109","8","other",93,8,"health","msg_share_narrow",0,83,55,100,NA
"untimed","s110","8","self",18,8,"health","msg_share_narrow",0,10,33,76,NA
"timed","s111","8","self",26,8,"climate","msg_share_narrow",0,49,51,51,NA
"untimed","s112","8","self",56,8,"health","msg_share_narrow",0,1,1,1,NA
"comment","s113","8","other",83,8,"health","msg_share_narrow",0,12,13,53,12
"comment","s114","8","self",67,8,"health","msg_share_narrow",0,0,0,1,19
"untimed","s115","8","control",7,8,"health","msg_share_narrow",0,76,83,90,NA
"untimed","s116","8","other",10,8,"climate","msg_share_narrow",0,0,3,3,NA
"comment","s117","8","self",92,8,"climate","msg_share_narrow",0,80,100,100,9
"timed","s118","8","other",80,8,"health","msg_share_narrow",0,2,69,80,NA
"untimed","s119","8","self",53,8,"climate","msg_share_narrow",0,16,12,24,NA
"comment","s120","8","control",23,8,"health","msg_share_narrow",0,36,87,93,12
"comment","s121","8","other",50,8,"climate","msg_share_narrow",0,76,83,95,19
"timed","s122","8","other",89,8,"climate","msg_share_narrow",0,1,66,80,NA
"untimed","s123","8","self",20,8,"health","msg_share_narrow",0,91,100,88,NA
"comment","s124","8","self",25,8,"climate","msg_share_narrow",0,81,30,82,14
"untimed","s125","8","other",33,8,"health","msg_share_narrow",0,22,100,100,NA
"timed","s126","8","control",37,8,"climate","msg_share_narrow",0,62,40,68,NA
"timed","s127","8","control",62,8,"health","msg_share_narrow",0,25,24,21,NA
"comment","s128","8","self",91,8,"health","msg_share_narrow",0,100,100,100,7
"untimed","s129","8","self",79,8,"health","msg_share_narrow",0,48,83,90,NA
"comment","s130","8","other",6,8,"climate","msg_share_narrow",0,7,10,5,28
"comment","s131","8","control",51,8,"health","msg_share_narrow",0,0,0,6,8
"timed","s132","8","self",89,8,"climate","msg_share_narrow",0,66,78,82,NA
"untimed","s133","8","other",38,8,"health","msg_share_narrow",0,54,63,74,NA
"comment","s134","8","control",39,8,"health","msg_share_narrow",0,0,0,70,7
"timed","s135","8","self",50,8,"climate","msg_share_narrow",0,0,100,100,NA
"comment","s136","8","self",63,8,"climate","msg_share_narrow",0,100,100,100,8
"untimed","s137","8","other",45,8,"climate","msg_share_narrow",0,0,0,0,NA
"untimed","s138","8","other",70,8,"health","msg_share_narrow",0,2,33,77,NA
"timed","s139","8","other",62,8,"health","msg_share_narrow",0,42,18,29,NA
"comment","s140","8","control",34,8,"health","msg_share_narrow",0,1,28,78,34
"timed","s141","8","other",38,8,"health","msg_share_narrow",0,73,70,84,NA
"comment","s142","8","control",73,8,"climate","msg_share_narrow",0,0,81,82,12
"untimed","s144","8","other",81,8,"climate","msg_share_narrow",0,1,47,48,NA
"untimed","s145","8","other",13,8,"climate","msg_share_narrow",0,0,0,52,NA
"timed","s146","8","other",30,8,"climate","msg_share_narrow",0,1,2,1,NA
"timed","s147","8","control",56,8,"health","msg_share_narrow",0,65,95,95,NA
"untimed","s148","8","self",40,8,"climate","msg_share_narrow",0,3,100,75,NA
"timed","s149","8","other",20,8,"health","msg_share_narrow",0,1,19,75,NA
"untimed","s150","8","self",6,8,"climate","msg_share_narrow",0,83,83,83,NA
"timed","s151","8","control",53,8,"climate","msg_share_narrow",0,0,54,52,NA
"timed","s152","8","other",7,8,"health","msg_share_narrow",0,47,31,25,NA
"untimed","s153","8","other",50,8,"climate","msg_share_narrow",0,0,77,77,NA
"untimed","s154","8","other",66,8,"climate","msg_share_narrow",0,37,37,42,NA
"comment","s155","8","other",60,8,"climate","msg_share_narrow",0,76,71,100,34
"timed","s156","8","other",11,8,"health","msg_share_narrow",0,1,51,1,NA
"comment","s157","8","self",63,8,"climate","msg_share_narrow",0,5,100,100,9
"comment","s158","8","other",14,8,"climate","msg_share_narrow",0,5,3,4,9
"comment","s159","8","other",3,8,"health","msg_share_narrow",0,61,64,100,16
"timed","s160","8","self",29,8,"health","msg_share_narrow",0,35,48,53,NA
"untimed","s161","8","other",19,8,"climate","msg_share_narrow",0,100,1,100,NA
"timed","s162","8","self",76,8,"climate","msg_share_narrow",0,4,2,1,NA
"timed","s163","8","self",62,8,"health","msg_share_narrow",0,73,82,52,NA
"untimed","s164","8","control",35,8,"health","msg_share_narrow",0,100,100,100,NA
"untimed","s165","8","self",43,8,"health","msg_share_narrow",0,1,90,94,NA
"timed","s166","8","self",14,8,"climate","msg_share_narrow",0,76,82,83,NA
"comment","s167","8","other",36,8,"health","msg_share_narrow",0,82,51,91,12
"untimed","s168","8","other",31,8,"climate","msg_share_narrow",0,12,8,11,NA
"comment","s169","8","control",31,8,"climate","msg_share_narrow",0,1,1,1,11
"timed","s170","8","self",58,8,"health","msg_share_narrow",0,22,83,84,NA
"timed","s171","8","control",34,8,"health","msg_share_narrow",0,3,27,76,NA
"untimed","s172","8","control",92,8,"climate","msg_share_narrow",0,36,57,65,NA
"timed","s173","8","control",18,8,"health","msg_share_narrow",0,0,49,48,NA
"timed","s174","8","other",48,8,"climate","msg_share_narrow",0,2,4,7,NA
"comment","s175","8","control",5,8,"health","msg_share_narrow",0,82,100,100,16
"untimed","s176","8","other",93,8,"health","msg_share_narrow",0,0,56,58,NA
"timed","s177","8","self",41,8,"health","msg_share_narrow",0,10,30,40,NA
"comment","s178","8","other",72,8,"climate","msg_share_narrow",0,14,14,15,33
"untimed","s179","8","control",78,8,"health","msg_share_narrow",0,38,53,64,NA
"timed","s180","8","self",22,8,"climate","msg_share_narrow",0,0,100,100,NA
"timed","s181","8","other",7,8,"health","msg_share_narrow",0,13,4,34,NA
"untimed","s182","8","self",52,8,"climate","msg_share_narrow",0,89,1,1,NA
"untimed","s183","8","other",81,8,"climate","msg_share_narrow",0,0,0,0,NA
"untimed","s184","8","control",93,8,"health","msg_share_narrow",0,7,10,10,NA
"timed","s185","8","self",55,8,"climate","msg_share_narrow",0,48,80,81,NA
"timed","s186","8","control",41,8,"health","msg_share_narrow",0,100,100,100,NA
"comment","s187","8","other",68,8,"health","msg_share_narrow",0,27,5,30,11
"comment","s188","8","control",19,8,"climate","msg_share_narrow",0,79,100,100,7
"untimed","s189","8","self",34,8,"health","msg_share_narrow",0,0,0,1,NA
"untimed","s190","8","control",77,8,"climate","msg_share_narrow",0,22,42,55,NA
"timed","s191","8","control",92,8,"climate","msg_share_narrow",0,62,87,100,NA
"timed","s192","8","control",32,8,"climate","msg_share_narrow",0,15,39,45,NA
"untimed","s193","8","self",3,8,"health","msg_share_narrow",0,0,63,63,NA
